token_idx,name,duration_ms
0,Attention,845.3770710002573
0,Load base weight model.language_model.layers.0.mlp.shared_expert.gate_proj.weight,2.0482879990595393
0,Load base weight model.language_model.layers.0.mlp.shared_expert.up_proj.weight,0.3760569998121355
0,Load base weight model.language_model.layers.0.mlp.shared_expert.down_proj.weight,0.32898100107559003
0,Load base weight model.language_model.layers.0.mlp.shared_expert_gate.weight,0.044463002268457785
0,MoE / MLP,946.541386001627
0,Attention,12.938339001266286
0,Load base weight model.language_model.layers.1.mlp.shared_expert.gate_proj.weight,0.7595580027555116
0,Load base weight model.language_model.layers.1.mlp.shared_expert.up_proj.weight,0.7158389998949133
0,Load base weight model.language_model.layers.1.mlp.shared_expert.down_proj.weight,0.6074239972804207
0,Load base weight model.language_model.layers.1.mlp.shared_expert_gate.weight,0.10898900291067548
0,MoE / MLP,613.3101830018859
0,Attention,10.268124999129213
0,Load base weight model.language_model.layers.2.mlp.shared_expert.gate_proj.weight,0.6521939976664726
0,Load base weight model.language_model.layers.2.mlp.shared_expert.up_proj.weight,0.5682779992639553
0,Load base weight model.language_model.layers.2.mlp.shared_expert.down_proj.weight,0.48145400069188327
0,Load base weight model.language_model.layers.2.mlp.shared_expert_gate.weight,0.07673599975532852
0,MoE / MLP,325.3946939985326
0,Attention,11.915830000361893
0,Load base weight model.language_model.layers.3.mlp.shared_expert.gate_proj.weight,2.218730001914082
0,Load base weight model.language_model.layers.3.mlp.shared_expert.up_proj.weight,1.4955719998397399
0,Load base weight model.language_model.layers.3.mlp.shared_expert.down_proj.weight,2.2991350015217904
0,Load base weight model.language_model.layers.3.mlp.shared_expert_gate.weight,0.12951999815413728
0,MoE / MLP,370.04279300163034
0,Attention,11.462431997642852
0,Load base weight model.language_model.layers.4.mlp.shared_expert.gate_proj.weight,0.7267330001923256
0,Load base weight model.language_model.layers.4.mlp.shared_expert.up_proj.weight,0.6373719988914672
0,Load base weight model.language_model.layers.4.mlp.shared_expert.down_proj.weight,0.5838689976371825
0,Load base weight model.language_model.layers.4.mlp.shared_expert_gate.weight,0.0970129985944368
0,MoE / MLP,277.58959799757577
0,Attention,9.662778000347316
0,Load base weight model.language_model.layers.5.mlp.shared_expert.gate_proj.weight,0.6882950001454446
0,Load base weight model.language_model.layers.5.mlp.shared_expert.up_proj.weight,0.5555650022870395
0,Load base weight model.language_model.layers.5.mlp.shared_expert.down_proj.weight,0.6292100006248802
0,Load base weight model.language_model.layers.5.mlp.shared_expert_gate.weight,0.07162600013543852
0,MoE / MLP,307.83548099861946
0,Attention,9.798448998481035
0,Load base weight model.language_model.layers.6.mlp.shared_expert.gate_proj.weight,0.874925000971416
0,Load base weight model.language_model.layers.6.mlp.shared_expert.up_proj.weight,0.7328529973165132
0,Load base weight model.language_model.layers.6.mlp.shared_expert.down_proj.weight,0.7254840020323172
0,Load base weight model.language_model.layers.6.mlp.shared_expert_gate.weight,0.07556499986094423
0,MoE / MLP,252.96307600001455
0,Attention,1.8549839987827
0,Load base weight model.language_model.layers.7.mlp.shared_expert.gate_proj.weight,0.7263139996211976
0,Load base weight model.language_model.layers.7.mlp.shared_expert.up_proj.weight,1.2814520014217123
0,Load base weight model.language_model.layers.7.mlp.shared_expert.down_proj.weight,1.4160940008878242
0,Load base weight model.language_model.layers.7.mlp.shared_expert_gate.weight,0.0942939986998681
0,MoE / MLP,276.87199900174164
0,Attention,10.300656998879276
0,Load base weight model.language_model.layers.8.mlp.shared_expert.gate_proj.weight,0.9025660001498181
0,Load base weight model.language_model.layers.8.mlp.shared_expert.up_proj.weight,0.6971549992158543
0,Load base weight model.language_model.layers.8.mlp.shared_expert.down_proj.weight,1.221951999468729
0,Load base weight model.language_model.layers.8.mlp.shared_expert_gate.weight,0.10085100075230002
0,MoE / MLP,243.9045549981529
0,Attention,10.808620998432161
0,Load base weight model.language_model.layers.9.mlp.shared_expert.gate_proj.weight,0.8319730004586745
0,Load base weight model.language_model.layers.9.mlp.shared_expert.up_proj.weight,0.6640989995503332
0,Load base weight model.language_model.layers.9.mlp.shared_expert.down_proj.weight,0.6586030031030532
0,Load base weight model.language_model.layers.9.mlp.shared_expert_gate.weight,0.07022999852779321
0,MoE / MLP,253.6009549985465
0,Attention,15.046954002173152
0,Load base weight model.language_model.layers.10.mlp.shared_expert.gate_proj.weight,0.746391000575386
0,Load base weight model.language_model.layers.10.mlp.shared_expert.up_proj.weight,0.517118998686783
0,Load base weight model.language_model.layers.10.mlp.shared_expert.down_proj.weight,0.582740998652298
0,Load base weight model.language_model.layers.10.mlp.shared_expert_gate.weight,0.0824269991426263
0,MoE / MLP,274.776242000371
0,Attention,1.8816510018950794
0,Load base weight model.language_model.layers.11.mlp.shared_expert.gate_proj.weight,1.7588720002095215
0,Load base weight model.language_model.layers.11.mlp.shared_expert.up_proj.weight,1.6629980018478818
0,Load base weight model.language_model.layers.11.mlp.shared_expert.down_proj.weight,0.8436530006292742
0,Load base weight model.language_model.layers.11.mlp.shared_expert_gate.weight,0.10278500121785328
0,MoE / MLP,385.52118499865173
0,Attention,10.503299999982119
0,Load base weight model.language_model.layers.12.mlp.shared_expert.gate_proj.weight,0.8123879997583572
0,Load base weight model.language_model.layers.12.mlp.shared_expert.up_proj.weight,0.6557519991474692
0,Load base weight model.language_model.layers.12.mlp.shared_expert.down_proj.weight,0.6200020034157205
0,Load base weight model.language_model.layers.12.mlp.shared_expert_gate.weight,0.0728960003471002
0,MoE / MLP,263.32421799816075
0,Attention,10.012971000833204
0,Load base weight model.language_model.layers.13.mlp.shared_expert.gate_proj.weight,0.9839569975156337
